,object,disperser,filt,evnum,flat,airmass,date,exposure,gain,ra,dec,Obj-posXpix,Obj-posYpix,Dx,Dy,skip,file
12,HD116405,Holo150PDM19,None,4,FLAT_Filtre_None_bin1x1,1.1512573125254328,2019-02-15T00:57:55.824849,4.0,4.8,13.379201048884035,44.7149753302912,223.0145226270121,321.57319766770377,50.0,50.0,No,T1M_20190215_005755_824_HD116405-HOE1-190MM_Filtre_None_bin1x1.4_red_red.fit
13,HD116405,Holo150PDM19,None,5,FLAT_Filtre_None_bin1x1,1.1509402165877205,2019-02-15T00:58:05.328044,4.0,4.8,13.379201048884035,44.7149753302912,224.51251996026969,324.65477877366664,50.0,50.0,No,T1M_20190215_005805_328_HD116405-HOE1-190MM_Filtre_None_bin1x1.5_red_red.fit
14,HD116405,Holo150PDM19,None,1,FLAT_Filtre_None_bin1x1,1.1272858674783033,2019-02-15T01:10:33.013690,4.0,4.8,13.379201048884035,44.7149753302912,229.31583199814418,260.7791395338451,50.0,50.0,No,T1M_20190215_011033_013_HD116405-HOE1-205MM_Filtre_None_bin1x1.1_red_red.fit
15,HD116405,Holo150PDM19,None,2,FLAT_Filtre_None_bin1x1,1.1270055728358337,2019-02-15T01:10:42.372793,4.0,4.8,13.379201048884035,44.7149753302912,230.2564485381912,261.85264492816543,50.0,50.0,No,T1M_20190215_011042_372_HD116405-HOE1-205MM_Filtre_None_bin1x1.2_red_red.fit
16,HD116405,Holo150PDM19,None,3,FLAT_Filtre_None_bin1x1,1.1267257061665017,2019-02-15T01:10:51.730329,4.0,4.8,13.379201048884035,44.7149753302912,231.24824233183472,261.87174858755003,50.0,50.0,No,T1M_20190215_011051_730_HD116405-HOE1-205MM_Filtre_None_bin1x1.3_red_red.fit
17,HD116405,Holo150PDM19,None,4,FLAT_Filtre_None_bin1x1,1.1264461964165409,2019-02-15T01:11:01.088661,4.0,4.8,13.379201048884035,44.7149753302912,232.54984258638405,262.76802431553944,50.0,50.0,No,T1M_20190215_011101_088_HD116405-HOE1-205MM_Filtre_None_bin1x1.4_red_red.fit
18,HD116405,Holo150PDM19,None,5,FLAT_Filtre_None_bin1x1,1.1261670491622051,2019-02-15T01:11:10.447594,4.0,4.8,13.379201048884035,44.7149753302912,235.967275140173,263.29564604168166,50.0,50.0,No,T1M_20190215_011110_447_HD116405-HOE1-205MM_Filtre_None_bin1x1.5_red_red.fit
19,HD116405,Holo150PDM19,None,1,FLAT_Filtre_None_bin1x1,1.0654855684300888,2019-02-15T01:51:50.141594,4.0,4.8,13.379201048884035,44.7149753302912,229.72838443314342,183.61449738601382,50.0,50.0,No,T1M_20190215_015150_141_HD116405-HOE1-210MM_Filtre_None_bin1x1.1_red_red.fit
20,HD116405,Holo150PDM19,None,2,FLAT_Filtre_None_bin1x1,1.065293197488268,2019-02-15T01:51:59.644790,4.0,4.8,13.379201048884035,44.7149753302912,229.51157605978992,184.16781861166638,50.0,50.0,No,T1M_20190215_015159_644_HD116405-HOE1-210MM_Filtre_None_bin1x1.2_red_red.fit
21,HD116405,Holo150PDM19,None,3,FLAT_Filtre_None_bin1x1,1.0651010790413242,2019-02-15T01:52:09.151340,4.0,4.8,13.379201048884035,44.7149753302912,233.43032476786632,183.36255072724452,50.0,50.0,No,T1M_20190215_015209_151_HD116405-HOE1-210MM_Filtre_None_bin1x1.3_red_red.fit
22,HD116405,Holo150PDM19,None,4,FLAT_Filtre_None_bin1x1,1.064909157634434,2019-02-15T01:52:18.664001,4.0,4.8,13.379201048884035,44.7149753302912,237.6210638706809,184.9868822184264,50.0,50.0,No,T1M_20190215_015218_664_HD116405-HOE1-210MM_Filtre_None_bin1x1.4_red_red.fit
23,HD116405,Holo150PDM19,None,5,FLAT_Filtre_None_bin1x1,1.0647175761121164,2019-02-15T01:52:28.175695,4.0,4.8,13.379201048884035,44.7149753302912,239.02448795286116,185.97575948157714,50.0,50.0,No,T1M_20190215_015228_175_HD116405-HOE1-210MM_Filtre_None_bin1x1.5_red_red.fit
24,HD116405,Holo150PDM19,None,1,FLAT_Filtre_None_bin1x1,1.060205363444577,2019-02-15T01:56:16.963918,4.0,4.8,13.379201048884035,44.7149753302912,197.08222696215785,213.94594413543118,50.0,50.0,No,T1M_20190215_015616_963_HD116405-HOE1-200MM_Filtre_None_bin1x1.1_red_red.fit
25,HD116405,Holo150PDM19,None,2,FLAT_Filtre_None_bin1x1,1.0600218639089511,2019-02-15T01:56:26.469109,4.0,4.8,13.379201048884035,44.7149753302912,198.35196067621732,213.5259195761576,50.0,50.0,No,T1M_20190215_015626_469_HD116405-HOE1-200MM_Filtre_None_bin1x1.2_red_red.fit
26,HD116405,Holo150PDM19,None,3,FLAT_Filtre_None_bin1x1,1.059838625405911,2019-02-15T01:56:35.977073,4.0,4.8,13.379201048884035,44.7149753302912,199.4556736768414,213.8448842634633,50.0,50.0,No,T1M_20190215_015635_977_HD116405-HOE1-200MM_Filtre_None_bin1x1.3_red_red.fit
27,HD116405,Holo150PDM19,None,4,FLAT_Filtre_None_bin1x1,1.059655685412345,2019-02-15T01:56:45.485864,4.0,4.8,13.379201048884035,44.7149753302912,202.72943870825162,215.39573419824637,50.0,50.0,No,T1M_20190215_015645_485_HD116405-HOE1-200MM_Filtre_None_bin1x1.4_red_red.fit
28,HD116405,Holo150PDM19,None,5,FLAT_Filtre_None_bin1x1,1.0594730858878514,2019-02-15T01:56:54.993289,4.0,4.8,13.379201048884035,44.7149753302912,204.8356631882238,216.2078386008361,50.0,50.0,No,T1M_20190215_015654_993_HD116405-HOE1-200MM_Filtre_None_bin1x1.5_red_red.fit
29,HD116405,Holo150PDM19,None,1,FLAT_Filtre_None_bin1x1,1.0563627179133568,2019-02-15T01:59:39.521179,4.0,4.8,13.379201048884035,44.7149753302912,210.24412808567482,242.56299480350515,50.0,50.0,No,T1M_20190215_015939_521_HD116405-HOE1-190MM_Filtre_None_bin1x1.1_red_red.fit
